scaled_budget,log_budget,encoded_original_language,encoded_release_year,encoded_release_month,encoded_release_dayofweek,encoded_genre_group,scaled_popularity,scaled_runtime,scaled_vote_average,revenue_class,encoded_revenue_class,encoded_keywords,director_freq,main_company_freq,top_cast_freq,budget_genre_combo,popularity_year_combo
0.6236842095360111,19.283570703318816,7,81,11,3,81,0.171814514701179,0.47928994082840237,0.7200000000000001,High,2,173,7,22.0,1,50.5184209724169,13.9169756907955
0.7894736836565097,19.519293035953808,7,79,4,5,77,0.15884603086631685,0.5,0.6900000000000001,High,2,481,7,114.0,2,60.78947364155125,12.54883643843903
0.6447368411703601,19.316768772590635,7,87,9,0,40,0.12263485685090089,0.4378698224852071,0.63,High,2,1924,7,200.0,1,25.789473646814404,10.669232546028377
0.6578947359418282,19.33697147982652,7,84,6,0,161,0.12827243953090112,0.4881656804733728,0.76,High,2,2067,8,16.0,1,105.92105248663435,10.774884920595694
0.6842105254847646,19.376192192825954,7,84,2,2,99,0.05016895032951851,0.3905325443786982,0.61,High,2,120,4,114.0,1,67.7368420229917,4.214191827679555
0.6789473675761772,19.36847014676186,7,79,4,1,77,0.13214057145726746,0.41124260355029585,0.5900000000000001,High,2,1056,11,200.0,2,52.27894730336565,10.43910514512413
0.6842105254847646,19.376192192825954,7,82,10,2,354,0.055599598486173706,0.2958579881656805,0.7400000000000001,High,2,1146,1,114.0,1,242.21052602160665,4.5591670758662435
0.7368421045706371,19.450300164704952,7,87,3,2,99,0.15336009144233612,0.41715976331360943,0.73,High,2,195,3,10.0,1,72.94736835249307,13.342327955483242
0.6578947359418282,19.33697147982652,7,81,6,1,311,0.11293712695247644,0.4526627218934911,0.7400000000000001,High,2,1283,3,65.0,6,204.6052628779086,9.147907283150593
0.6578947359418282,19.33697147982652,7,88,2,2,77,0.177928024628164,0.4467455621301775,0.5700000000000001,High,2,1868,7,10.0,1,50.65789466752077,15.657666167278434
0.7105263150277008,19.413932520666354,7,78,5,2,81,0.06615676085043867,0.4556213017751479,0.54,High,2,1872,8,10.0,1,57.55263151724377,5.160227346334216
0.5263157882271469,19.11382792951231,7,80,9,3,52,0.12326532143122904,0.3136094674556213,0.61,High,2,2552,8,10.0,1,27.368420987811636,9.861225714498323
0.5263157882271469,19.11382792951231,7,78,5,1,77,0.1665720569490688,0.4467455621301775,0.7000000000000001,High,2,549,7,114.0,2,40.52631569349031,12.992620442027366
0.6710526307132963,19.35677410704427,7,85,6,2,104,0.05601644955176378,0.4408284023668639,0.5900000000000001,High,2,3027,7,114.0,1,69.78947359418282,4.761398211899921
0.5921052620844875,19.23161096461314,7,85,5,2,81,0.1135223061894863,0.4230769230769231,0.65,High,2,840,7,16.0,1,47.96052622884349,9.649396026106336
0.5921052620844875,19.23161096461314,7,80,4,3,311,0.06164887451542835,0.4437869822485207,0.63,High,2,1927,5,6.0,1,184.14473650827563,4.931909961234268
0.5789473673130194,19.20913810886209,7,84,3,2,99,0.16497455139246034,0.4230769230769231,0.7400000000000001,High,2,491,3,281.0,1,57.31578936398893,13.857862316966669
1.0,19.755681813316283,7,83,4,5,77,0.15465594711390052,0.40236686390532544,0.6400000000000001,High,2,164,5,114.0,1,77.0,12.836443610453744
0.5921052620844875,19.23161096461314,7,84,4,2,148,0.05942929423327511,0.3136094674556213,0.6200000000000001,High,2,908,7,12.0,1,87.63157878850416,4.992060715595109
0.6578947359418282,19.33697147982652,7,86,11,2,77,0.13815478049751187,0.4260355029585799,0.71,High,2,2079,9,10.0,2,50.65789466752077,11.881311122786022
0.5657894725415512,19.186148590743098,7,84,5,2,77,0.10263612926271877,0.40236686390532544,0.65,High,2,3471,3,200.0,1,43.565789385699446,8.621434858068376
0.5263157882271469,19.11382792951231,7,82,4,2,1,0.04302090597971367,0.41420118343195267,0.6200000000000001,High,2,1323,16,30.0,1,0.5263157882271469,3.527714290336521
0.6578947359418282,19.33697147982652,7,85,11,2,320,0.10778046934202186,0.47633136094674555,0.76,High,2,3409,9,10.0,2,210.52631550138503,9.161339894071858
0.47368420914127424,19.00846741441004,7,79,11,1,320,0.04909984458839034,0.3343195266272189,0.58,High,2,1154,6,157.0,1,151.57894692520776,3.878887722482837
0.5447368409072022,19.14822935606056,7,77,11,2,54,0.06992612753420997,0.5532544378698224,0.66,High,2,3346,9,10.0,1,29.415789408988918,5.384311820134168
0.5263157882271469,19.11382792951231,7,69,10,1,580,0.11423941834847649,0.57396449704142,0.75,High,2,16,7,281.0,1,305.2631571717452,7.882519866044878
0.6578947359418282,19.33697147982652,7,88,3,2,99,0.2265607932321031,0.4349112426035503,0.71,High,2,161,4,15.0,1,65.131578858241,19.93734980442507
0.5499999988157894,19.157844814713773,7,84,3,2,100,0.0741546006398572,0.3875739644970414,0.55,High,2,513,6,260.0,1,54.999999881578944,6.228986453748004
0.3947368405124654,18.826145858727198,7,87,5,1,100,0.47820636371398995,0.3668639053254438,0.65,High,2,177,2,7.0,1,39.473684051246536,41.60395364311712
0.5263157882271469,19.11382792951231,7,84,9,3,101,0.10622085289954883,0.4230769230769231,0.6900000000000001,High,2,1411,7,200.0,1,53.15789461094183,8.922551643562102
0.5263157882271469,19.11382792951231,7,76,5,4,77,0.04014428562976227,0.3757396449704142,0.67,High,2,3286,11,200.0,2,40.52631569349031,3.0509657078619328
0.5263157882271469,19.11382792951231,7,85,3,3,99,0.0887205786103439,0.3846153846153846,0.68,High,2,163,2,10.0,2,52.10526303448754,7.541249181879231
0.5263157882271469,19.11382792951231,7,82,2,2,311,0.08968910659872986,0.3195266272189349,0.6400000000000001,High,2,169,14,114.0,1,163.68421013864267,7.3545067410958485
0.5526315777700831,19.162618093443648,7,78,4,2,100,0.004405674239469971,0.3076923076923077,0.63,High,2,533,9,22.0,1,55.26315777700831,0.3436425906786577
0.5263157882271469,19.11382792951231,7,85,5,3,354,0.10185974904980412,0.3076923076923077,0.7000000000000001,High,2,507,1,114.0,1,186.31578903240998,8.65807866923335
0.3947368405124654,18.826145858727198,7,81,5,4,99,0.025057253820648898,0.4437869822485207,0.6000000000000001,High,2,1424,12,281.0,1,39.07894721073407,2.029637559472561
0.5526315777700831,19.162618093443648,7,86,5,2,99,0.1334431141149136,0.4881656804733728,0.58,High,2,920,12,281.0,1,54.710526199238224,11.476107813882571
0.5263157882271469,19.11382792951231,7,85,2,3,311,0.05366200115476426,0.3846153846153846,0.5700000000000001,High,2,215,11,114.0,1,163.68421013864267,4.561270098154962
0.5263157882271469,19.11382792951231,7,86,3,2,77,0.10195537123762595,0.42011834319526625,0.65,High,2,1875,3,200.0,1,40.52631569349031,8.768161926435832
0.44736841959833795,18.951309000896888,7,82,11,4,99,0.0842812078999334,0.3698224852071006,0.63,High,2,1428,2,114.0,1,44.289473540235456,6.911059047794539
0.5263157882271469,19.11382792951231,7,83,5,5,238,0.05708960403168955,0.3136094674556213,0.58,High,2,1215,4,114.0,1,125.26315759806096,4.7384371346302325
0.5263157882271469,19.11382792951231,7,83,5,3,100,0.0592438859804116,0.33727810650887574,0.51,High,2,171,8,4.0,1,52.63157882271469,4.917242536374163
0.5263157882271469,19.11382792951231,7,82,5,2,340,0.06852067039051273,0.3047337278106509,0.76,High,2,1168,1,114.0,1,178.94736799722995,5.618694972022044
0.5263157882271469,19.11382792951231,7,81,4,2,229,0.08207449335615953,0.34023668639053256,0.5900000000000001,High,2,1370,6,200.0,1,120.52631550401664,6.648033961848922
0.4999999986842105,19.06253463538792,7,87,3,2,0,0.11686203944247073,0.40532544378698226,0.73,High,2,2755,7,260.0,1,0.0,10.166997431494954
0.5263157882271469,19.11382792951231,7,85,5,3,191,0.09346345625778293,0.3431952662721893,0.67,High,2,1273,8,281.0,1,100.52631555138505,7.9443937819115495
0.6578947359418282,19.33697147982652,7,86,4,3,81,0.13485748305235915,0.3875739644970414,0.75,High,2,72,8,177.0,1,53.28947361128809,11.597743542502887
0.4999999986842105,19.06253463538792,7,85,4,6,99,0.08941604572061984,0.3905325443786982,0.7400000000000001,High,2,175,4,281.0,1,49.49999986973684,7.600363886252686
0.5131578934556786,19.088510121656228,7,85,1,2,203,0.049509799663893,0.33727810650887574,0.55,High,2,1881,8,157.0,1,104.17105237150277,4.208332971430905
0.27631578756925207,18.46947091764561,7,85,4,4,576,0.06989193425046918,0.4230769230769231,0.73,High,2,201,4,71.0,1,159.15789363988918,5.94081441128988
0.3947368405124654,18.826145858727198,7,82,4,2,80,0.07100412108502019,0.3431952662721893,0.6200000000000001,High,2,1354,7,114.0,1,31.57894724099723,5.822337928971655
0.47368420914127424,19.00846741441004,7,85,6,3,99,0.06455506150853689,0.3875739644970414,0.67,High,2,187,5,16.0,1,46.89473670498615,5.487180228225635
0.5131578934556786,19.088510121656228,7,83,5,1,99,0.0325836182626124,0.4556213017751479,0.61,High,2,856,12,281.0,1,50.80263145211219,2.704440315796829
0.48684210391274235,19.035866388448003,7,80,4,2,1,0.08642767675355974,0.3609467455621302,0.5700000000000001,High,2,853,27,15.0,1,0.48684210391274235,6.914214140284779
0.46052631436980607,18.980296537602072,7,87,10,5,248,0.0590384384691722,0.27514792899408286,0.66,High,2,953,1,114.0,1,114.2105259637119,5.136344146817981
0.48684210391274235,19.035866388448003,7,84,5,3,4,0.14289292528921685,0.27514792899408286,0.67,High,2,155,1,114.0,1,1.9473684156509694,12.003005724294216
0.48684210391274235,19.035866388448003,7,88,6,3,99,0.07463945681206613,0.3609467455621302,0.66,High,2,3821,5,281.0,1,48.19736828736149,6.56827219946182
0.47368420914127424,19.00846741441004,7,80,5,6,354,0.07582472538058586,0.28994082840236685,0.78,High,2,4163,4,114.0,1,167.68421003601108,6.065978030446869
0.3684210509695291,18.757152987716434,7,79,7,2,123,0.025779193629539635,0.2692307692307692,0.61,High,2,974,9,157.0,1,45.31578926925208,2.036556296733631
0.5263157882271469,19.11382792951231,7,81,9,5,99,0.05170761954539447,0.46745562130177515,0.5599999999999999,High,2,1268,8,200.0,1,52.10526303448754,4.188317183176952
0.5263157882271469,19.11382792951231,7,81,10,2,348,0.04539183485650142,0.28402366863905326,0.66,High,2,1941,13,6.0,1,183.1578943030471,3.6767386233766146
0.4631579012188366,18.9859945757297,7,87,1,2,81,0.09749988894520766,0.3668639053254438,0.52,High,2,229,6,71.0,1,37.515789998725765,8.482490338233067
0.47368420914127424,19.00846741441004,7,88,5,2,1,0.04881524851652697,0.3224852071005917,0.55,High,2,474,3,71.0,1,0.47368420914127424,4.295741869454374
0.47368420914127424,19.00846741441004,7,77,11,2,311,0.07696752730461735,0.4230769230769231,0.67,High,2,1897,5,6.0,1,147.31578904293627,5.926499602455536
0.46842105123268696,18.997294113874336,7,88,4,2,632,0.15906237513830881,0.4260355029585799,0.6400000000000001,High,2,103,8,177.0,2,296.0421043790582,13.997489012171176
0.48684210391274235,19.035866388448003,7,80,6,2,161,0.21394121360323012,0.4497041420118343,0.82,High,2,1861,8,10.0,1,78.38157872995151,17.11529708825841
0.46052631436980607,18.980296537602072,7,81,4,2,238,0.10530371248618652,0.28402366863905326,0.77,High,2,632,3,4.0,1,109.60526282001385,8.529600711381107
0.46052631436980607,18.980296537602072,7,81,2,3,251,0.041306932655443114,0.2781065088757396,0.6000000000000001,High,2,914,3,14.0,1,115.59210490682132,3.345861545090892
0.3684210509695291,18.757152987716434,7,80,3,2,99,0.13787988883568042,0.3727810650887574,0.7400000000000001,High,2,483,6,10.0,1,36.47368404598338,11.030391106854434
0.44736841959833795,18.951309000896888,7,83,10,1,290,0.03691152702261042,0.3727810650887574,0.7000000000000001,High,2,193,20,281.0,1,129.736841683518,3.063656742876665
0.44736841959833795,18.951309000896888,7,71,5,1,37,0.0465392702737069,0.3136094674556213,0.51,High,2,2011,7,1.0,1,16.552631525138505,3.3042881894331897
0.3815789457409972,18.7922443072814,7,80,6,1,77,0.06856491985059,0.3313609467455621,0.52,High,2,0,9,260.0,1,29.381578822056785,5.4851935880472
0.46052631436980607,18.980296537602072,7,88,7,1,48,0.10306058327730055,0.36390532544378695,0.5900000000000001,High,2,1227,6,10.0,1,22.105263089750693,9.069331328402448
0.46052631436980607,18.980296537602072,7,79,5,5,427,0.030930516498407876,0.28402366863905326,0.53,High,2,1155,7,200.0,1,196.6447362359072,2.443510803374222
0.46842105123268696,18.997294113874336,7,86,4,1,228,0.09074712370657571,0.3343195266272189,0.76,High,2,875,7,71.0,1,106.79999968105263,7.804252638765512
0.46052631436980607,18.980296537602072,7,67,6,4,1,0.05098360568582491,0.3994082840236686,0.5900000000000001,High,2,3398,5,260.0,1,0.46052631436980607,3.415901580950269
0.46052631436980607,18.980296537602072,7,81,7,1,100,0.03752072230459511,0.34911242603550297,0.5599999999999999,High,2,1566,4,281.0,1,46.052631436980604,3.039178506672204
0.46052631436980607,18.980296537602072,7,87,5,1,337,0.14693776953129442,0.2781065088757396,0.8,High,2,185,3,114.0,1,155.19736794262465,12.783585949222614
0.46052631436980607,18.980296537602072,7,88,3,3,291,0.10758488727668757,0.3136094674556213,0.67,High,2,1153,6,114.0,1,134.01315748161358,9.467470080348505
0.5263157882271469,19.11382792951231,7,82,3,2,99,0.08828442722403718,0.3668639053254438,0.66,High,2,535,6,10.0,2,52.10526303448754,7.239323032371049
0.44736841959833795,18.951309000896888,7,84,4,2,292,0.08814598091493056,0.3757396449704142,0.58,High,2,3296,1,260.0,1,130.63157852271468,7.404262396854167
0.47368420914127424,19.00846741441004,7,86,4,2,74,0.12633966299680188,0.28698224852071,0.7000000000000001,High,2,149,1,114.0,1,35.052631476454295,10.865211017724961
0.44736841959833795,18.951309000896888,7,86,5,3,198,0.27843415752235595,0.3846153846153846,0.73,High,2,183,4,7.0,1,88.57894708047091,23.945337546922612
0.07105262913434902,17.11134746100564,7,87,1,4,96,0.0027622049330987028,0.3224852071005917,0.48,Low,0,0,3,1.0,1,6.821052396897507,0.24031182917958716
0.46052631436980607,18.980296537602072,7,85,11,4,56,0.04773553153924409,0.35207100591715973,0.5900000000000001,High,2,203,1,1.0,1,25.78947360470914,4.0575201808357475
0.44736841959833795,18.951309000896888,7,86,2,3,99,0.08248835897655442,0.40236686390532544,0.76,High,2,160,4,10.0,1,44.289473540235456,7.09399887198368
0.4342105248268698,18.92145603792546,7,82,4,6,239,0.050299367686933424,0.27514792899408286,0.6000000000000001,High,2,236,4,14.0,4,103.77631543362187,4.124548150328541
0.4999999986842105,19.06253463538792,7,87,4,1,316,0.14882838892956946,0.3846153846153846,0.6200000000000001,High,2,1272,4,114.0,1,157.9999995842105,12.948069836872543
0.4342105248268698,18.92145603792546,7,86,9,4,3,0.23268494751609617,0.30177514792899407,0.78,High,2,154,2,114.0,1,1.3026315744806094,20.01090548638427
0.4342105248268698,18.92145603792546,7,84,10,3,238,0.07119963919284457,0.3195266272189349,0.71,High,2,512,1,3.0,1,103.34210490879501,5.980769692198944
0.4342105248268698,18.92145603792546,7,76,10,2,249,0.05404778257571408,0.2958579881656805,0.6400000000000001,High,2,2105,13,2.0,1,108.11842068189057,4.10763147575427
0.4342105248268698,18.92145603792546,7,88,5,2,99,0.055706674778763114,0.35502958579881655,0.49000000000000005,High,2,837,8,177.0,1,42.98684195786011,4.902187380531154
0.4342105248268698,18.92145603792546,7,82,2,4,249,0.07682127132671018,0.28994082840236685,0.75,High,2,1336,3,14.0,1,108.11842068189057,6.299344248790235
0.5263157882271469,19.11382792951231,7,75,6,2,229,0.0792675535711672,0.3224852071005917,0.5900000000000001,High,2,1441,4,200.0,1,120.52631550401664,5.94506651783754
0.44736841959833795,18.951309000896888,7,86,6,2,99,0.5494619645859158,0.35798816568047337,0.79,High,2,408,3,10.0,1,44.289473540235456,47.253728954388755
0.4342105248268698,18.92145603792546,7,86,10,2,305,0.8271622290976164,0.5,0.81,High,2,1426,8,281.0,1,132.43421007219527,71.135951702395
0.42105263005540167,18.8906843794481,7,82,6,2,94,0.191397085619593,0.4378698224852071,0.81,High,2,3421,8,16.0,1,39.578947225207756,15.694561020806628
0.03947368168282548,16.52356082573315,17,88,6,4,64,0.010823665313411413,0.35502958579881655,0.65,High,2,3331,1,1.0,1,2.5263156277008307,0.9524825475802043
0.6578947359418282,19.33697147982652,7,84,10,0,77,0.12431697705103467,0.5,0.7000000000000001,High,2,1104,9,10.0,1,50.65789466752077,10.442626072286913
0.09999999763157894,17.453096744006448,7,73,5,4,173,0.007891833643021878,0.3136094674556213,0.66,High,2,526,9,260.0,1,17.299999590263155,0.5761038559405971
0.3947368405124654,18.826145858727198,7,80,10,0,535,0.06883344659808605,0.4911242603550296,0.73,High,2,3340,10,281.0,1,211.18420967416898,5.506675727846884
0.42105263005540167,18.8906843794481,7,83,4,1,99,0.0036492030857145814,0.3905325443786982,0.71,High,2,58,4,22.0,2,41.68421037548477,0.30288385611431023
0.42105263005540167,18.8906843794481,7,87,10,2,99,0.14537133932981813,0.40532544378698226,0.66,High,2,207,5,15.0,4,41.68421037548477,12.647306521694178
0.3947368405124654,18.826145858727198,7,82,6,1,23,0.04063679157699695,0.3224852071005917,0.58,High,2,511,7,114.0,1,9.078947331786704,3.33221690931375
0.42105263005540167,18.8906843794481,7,78,4,4,69,0.02413681959552574,0.29289940828402367,0.55,High,2,1549,7,4.0,1,29.052631473822714,1.8826719284510078
0.44736841959833795,18.951309000896888,7,88,4,2,596,0.06426463845068048,0.3343195266272189,0.65,High,2,168,3,114.0,1,266.6315780806094,5.6552881836598825
0.42105263005540167,18.8906843794481,7,79,4,3,239,0.04909477481363081,0.27514792899408286,0.6000000000000001,High,2,997,2,64.0,4,100.631578583241,3.878487210276834
0.42105263005540167,18.8906843794481,7,88,4,2,77,0.07212183339158891,0.36390532544378695,0.63,High,2,1860,3,260.0,1,32.42105251426593,6.346721338459824
0.4078947352839335,18.858935681335133,7,87,5,1,100,0.23075256843223713,0.3727810650887574,0.58,High,2,190,2,281.0,1,40.78947352839335,20.07547345360463
